,Address,Title,Country Name,Description,Tags,Profile Link
3149,SOFTWARE PRODUCT,"Stand No- H9-B95, Hall No- Hall 9",United States of America,"Rayda enables businesses to acquire, manage, track and dispose their fixed assets globally","Cloud Services - Consumer Tech, Smart Home & Smart Workplace - Software Services - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NDE4MQ==
3150,SOLAR PUNK,"Stand No- H8-A03, Hall No- Hall 8",United Kingdom,"Pioneering Web3 with secure, scalable decentralised storage solutions, NFT optimisation, and serverless streaming infrastructures.",Blockchain - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NDcwMw==
3151,SOLNCE ENERGY PRIVATE LIMITED,"Stand No- H27-S62, Hall No- Hall 27",India,"Solnce Energy, a leading SaaS company, is dedicated to revolutionizing solar energy adoption.",Artificial Intelligence - Education Tech - Energy Tech - Software Services - Sustainability & Green Tech - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/ODg2
3152,SOLRA-PV,"Stand No- H28-S87, Hall No- Hall 28",Israel,"SOLRA-PV is the new generation of an innovative, fully printable, adaptable, and low-cost perovskite solar panels", - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NTc3MA==
3153,SONO CORPORATE GOVERNANCE SOLUTIONS,"Stand No- H6-C30, Hall No- Hall 6",Türkiye,"SONO delivers innovative software solutions for corporate governance, enhancing internal control, risk management, and internal auditing efficiency.",Cloud Services - Fintech - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MjMzNg==
3154,SOOK.PS & SYNCME.IO,"Stand No- H6-A10, Hall No- Hall 6",Palestine,Sook.ps: Your e-commerce marketplace with SyncMe—simplify product management across platforms for a seamless selling experience,"Consumer Tech, Smart Home & Smart Workplace - Ecommerce - Mobile Accessories & Peripherals - Retail Tech - Software Services - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NTI1Mw==
3155,SOONICORN VENTURES,"Stand No- H2-C21 to H2-C26, Hall No- Hall 2",India,Soonicorn Ventures is a Startup fundraising and Investment-tech platform.,Fintech - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTIyMw==
3156,SOREN ENERGY TANIN SANAT,"Stand No- H29-F30G, Hall No- Hall 29",Iran,"Soren Energy Tanin Sanat Co is active in the field of design, engineering & manufacturing of electronic equipment in various industries.", - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NDg1Mw==
3157,SOTUNEC ++,"Stand No- H28-S115, Hall No- Hall 28",Tunisia,"Sotunec Saraya as a leader in IoT and AI presents its forwards-looking vision for the smart city digitally, connected sustainable and inclusive.","5G & Telecommunications - AgriTech & FoodTech - Artificial Intelligence - Coding and Development - Consumer Tech, Smart Home & Smart Workplace - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/Nzg5
3158,SOUTH AFRICAN ELECTROTECHNICAL EXPORT COUNCIL (SAEEC),"Stand No- H9-C95, Hall No- Hall 9",South Africa,The South African Electrotechnical Export Council (SAEEC) is a non-profit organisation., - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MzEwNw==
3159,SOUTHVILLE SOLUTIONS,"Stand No- P04, Hall No- Hall 26",Pakistan,Empowering businesses with handpicked talent and tailored software development services. Embrace growth and excellence through our dedicated services.,Artificial Intelligence - Big Data & Analytics - Cloud Services - Coding and Development - Cyber security - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/ODIz
3160,SPASU POINTILI,"Stand No- H9-B100, Hall No- Hall 9",Algeria,Pointili: Your digital HR partner for efficient attendance and time management.,Education Tech - Retail Tech - Software Services - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NDYzOA==
3161,SPATIAL PLEASURE,"Stand No- H9-C80, Hall No- Hall 9",Japan,We are developing dMRV software for transportation sectors.,Sustainability & Green Tech - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTgwMA==
3162,SPECTATR.GG,"Stand No- H2-C85, Hall No- Hall 2",India,"Spectatr is a sports-tech company that focuses on increasing fan engagement. The portfolio includes fantasy sports, predictions, AI highlights, etc.","Blockchain - Gaming - Media, Marketing & Advertising Tech - Retail Tech - Software Services - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NDgzOQ==
3163,SPECTRUM FZCO,"Stand No- H26-B43, Hall No- Hall 26",United Arab Emirates,"We specialize in the Atlassian suite for businesses, offering expertise in products like Jira, Confluence, and Trello.", - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/ODIy
3164,SPINEL TECHNOLOGY,"Stand No- H6-A10, Hall No- Hall 6",Palestine,Software As A Service (SAAS),Big Data & Analytics - Cloud Services - Coding and Development - HealthTech - Software Services - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NTI0MQ==
3165,SPIRE SOLUTIONS™,"Stand No- H5-B23, H5-B24, Hall No- Hall 5",Netherlands,Spire Solutions™ - Shaping the Future of Production Industries with Spire Essentials AI Driven Business Software Platform. We create software systems and implement agile strategies to master business operations.,Artificial Intelligence - Blockchain - Cloud Services - Coding and Development - Software Services - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MjM0NA==
3166,SPORT VISION TECHNOLOGY,"Stand No- H5-C13, H5-C14, Hall No- Hall 5",Poland,We build a system for markerless human telemetry tracking in sports and entertainment.,"Artificial Intelligence - Gaming - Media, Marketing & Advertising Tech - Metaverse, Immersive Tech - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTI2NQ==
3167,SPORTER APP LLC,"Stand No- H5-E43, H5-E44, Hall No- Hall 5",United Arab Emirates,Sporter is the first app that automates your workout process. Your workout will be safe and most effective with just a smartwatch.,Big Data & Analytics - HealthTech - Software Services - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NTUzOQ==
3168,SPORTSPECS,"Stand No- H1-B100, Hall No- Hall 1",United States of America,Immersive football practices for player development and fan entertainment. Make every practice a real game!,"Artificial Intelligence - Coding and Development - Education Tech - Metaverse, Immersive Tech - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NDgwNg==
3169,SPRINT,"Stand No- H9-B100, Hall No- Hall 9",Algeria,SPRINT is an Algerian SaaS software company with a simple mission: to help businesses by providing advanced talent acquisition solutions.,Software Services - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NDU5NQ==
3170,SPYDRA TECHNOLOGIES PVT LTD,"Stand No- H7-A23, Hall No- Hall 7",India,Tokenize Your Real-World Assets with Spydra Blockchain Platform.,Blockchain - Coding and Development - Fintech - Retail Tech - Sustainability & Green Tech - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NDE0MA==
3171,SQUAD AI,"Stand No- H2-C42, Hall No- Hall 2",India,"A squad of AI agents for every workforce. Secure, controllable, compliance-safe AI agents for enterprises.", - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MjM1Ng==
3172,SQUADIO,"Stand No- H9-D66, Hall No- Hall 9",Saudi Arabia,Real growth starts with a top-notch tech team.,Education Tech - Software Services - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MzA4NA==
3173,STABLE,"Stand No- H8-B21, H8-B22, Hall No- Hall 8",Virgin Islands (British),We specialize in arbitraging inefficiencies present in cryptocurrency markets.,Blockchain - Fintech - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MjcwNA==
3174,STANDAGE INC.,"Stand No- H9-C80, Hall No- Hall 9",Japan,"Tokyo-based Japanese trading firm seeks distributors in the Middle East and Africa for educational, environmental, and healthcare solutions.",AgriTech & FoodTech - Blockchain - Education Tech - HealthTech - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTc5OQ==
3175,START FROM TODAY,"Stand No- H9-D27, Hall No- Hall 9",United Kingdom,"SFT is a talent platform that connects individuals, educational providers, and employers.",Education Tech - Smart Cities - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTMwNQ==
3176,STARTAD,"Stand No- H6-G40, Hall No- Hall 6",United Arab Emirates,Steering local and global startups to scale in the UAE and beyond,Fintech - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTc1Ng==
3177,STARTIFY MANAGEMENT CONSULTANCIES CO. LLC,"Stand No- H2-A21, H2-A22, Hall No- Hall 2",United Arab Emirates,"Startify is a cross-border GTM Enabler for consumer brands, focused on Food, Beauty, Personal Care, Fashion and Electronics. Startify enables brands to accelerate in the Middle East across Incorporation & Setup, Brand Positioning, ...","Ecommerce - Education Tech - Media, Marketing & Advertising Tech - Retail Tech - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MzExNA==
3178,STARTUP GLOBAL FZCO,"Stand No- H2-D01 to H2-D08, Hall No- Hall 2",United Arab Emirates,Asiarath is a one stop platform for end-to-end startup solutions dedicated to unleash the talent of impact driven entrepreneurs across the MENA region,AgriTech & FoodTech - Artificial Intelligence - Big Data & Analytics - Blockchain - Cloud Services - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NDg0MQ==
3179,STARTUP TERRACE,"Stand No- H2-D01, H2-D02, Hall No- Hall 2",Taiwan (R.O.C.),"Startup Terrace is the startup hub founded by Small and Medium Enterprise and Startup Administration, Ministry of Economic Affairs, Taiwan.",AgriTech & FoodTech - Artificial Intelligence - Blockchain - Coding and Development - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NTI3OA==
3180,STARTUP THAMIZHA,"Stand No- H2-B64, Hall No- Hall 2",India,Startup Thamizha is Tamil Nadu’s first business pitch on TV in Tamil,Unmanned Aerial Vehicles (Drones) - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NTg1MQ==
3181,STEMBOOK,"Stand No- H2-B48, Hall No- Hall 2",India,Empowering students with future-ready skills & affordable STEM computing through our innovative 'Stembook'.,Education Tech - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NTg1Ng==
3182,STEPCHANGE,"Stand No- H27-S34, Hall No- Hall 27",India,StepChange helps enterprises accelerate their ESG and Net-Zero journey, - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/ODg1
3183,STOCKHOLM FINTECH,"Stand No- H7-C37, Hall No- Hall 7",Sweden,"Stockholm Fintech is the Swedish hub for the fintech community, and organizer of Stockholm Fintech Week.", - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NDEzNg==
3184,STOCKIMG AI,"Stand No- H4-B19, Hall No- Hall 4",United States of America,"All-In-One Content Creation and Design Tool powered by AI. Generate logo, stock photo, illustration, wallpaper, vector and more with AI...","Artificial Intelligence - Media, Marketing & Advertising Tech - Software Services - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NDUxMA==
3185,STOREXWEB,"Stand No- P43, Hall No- Hall 26",Italy,"StorexWeb is a renowned software solutions provider, dedicated to empowering businesses worldwide with cutting-edge technology.","Cloud Services - Coding and Development - Ecommerce - Media, Marketing & Advertising Tech - Software Services - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/Mzk1NQ==
3186,STUDY QUOTIENT EDU PVT LTD,"Stand No- H2-C39, Hall No- Hall 2",India,"An institution promoting universal education, eco-conservation, and social uplift via advanced ICT.","Coding and Development - Education Tech - Metaverse, Immersive Tech - Software Services - Sustainability & Green Tech - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MjM1OQ==
3187,STYLOLAND,"Stand No- H2-C94, Hall No- Hall 2",India,Immerse your customers in an unparalleled experience with Styloland virtual stores. Engage shoppers with our AI based Personal Stylist - Molly.,"Artificial Intelligence - Big Data & Analytics - Ecommerce - Metaverse, Immersive Tech - Retail Tech - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NTA3NQ==
3188,SUDO CONSULTANTS FZ-LLC,"Stand No- H26-A20-2, Hall No- Hall 26",United Arab Emirates,"SUDO is the AWS Partner, specializes in cloud digital transformation with 50+ certifications and 50+ successful happy customer launches.", - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NTEyNQ==
3189,SULMI,"Stand No- H5-A32, Hall No- Hall 5",United Arab Emirates,"Sulmi is a technology startup in transportation industry, building EV components both in hardware & software - being the 1st in the region.",3D Printing & Printing Services - Artificial Intelligence - Big Data & Analytics - Future Mobility & Transportation - Sustainability & Green Tech - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NTAzNw==
3190,SUNBIRD STRAWS,"Stand No- H27-S08, Hall No- Hall 27",India,We make worlds first multi layered drinking straws from dried fallen coconut leaves.,Sustainability & Green Tech - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/Mzc0Mw==
3191,SUPERHUMAN RACE,"Stand No- H27-S35, Hall No- Hall 27",India,"SuperHuman Race is the world's most advanced AI & data platform for measuring ESG, CSR & Citizen / Employee Impact. Featured at WEF and UN HQ in 2023!",Artificial Intelligence - Big Data & Analytics - PropTech - Regulatory Technology - Sustainability & Green Tech - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/ODg0
3192,SURVEYSPARROW,"Stand No- H2-C73, Hall No- Hall 2",United Arab Emirates,SurveySparrow is an experience management platform helping brands improve brand loyalty & retention.,Cloud Services - Ecommerce - Retail Tech - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MjM1OA==
3193,SUSTAIN TECH FZE,"Stand No- H27-S49, Hall No- Hall 27",United Arab Emirates,"Sustain Tech FZE : Our Services ITAD, IT Asset Disposition Secure Data Destruction E-waste Management Managed IT Support & Services IT Asset BuyBack",Cloud Services - Data Centres - Networking & Infrastructure - Quantum & High Performance Computing - Sustainability & Green Tech - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NTY3OQ==
3194,SUSTAINABLE SQUARE CONSULTANCY & THINK TANK,"Stand No- H27-B25, Hall No- Hall 27",United Arab Emirates,"Sustainable Square focuses on ESG, sustainability, transparency & disclosure, responsible investment and social impact.",Sustainability & Green Tech - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/Nzc2
3195,SUSTAINIVO,"Stand No- H27-S70, Hall No- Hall 27",India,"Elevate your ESG and sustainability initiatives effortlessly with Sustainivo, the ultimate tool for driving frictionless sustainability transforation.",Artificial Intelligence - Data Centres - Energy Tech - Software Services - Sustainability & Green Tech - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/ODkz
3196,SUTHERLAND GLOBAL SERVICES DMCC,"Stand No- H26-A10, Hall No- Hall 26",United States of America,Sutherland is a business process transformation company that rethinks & rebuilds business processes for the digital age.,Artificial Intelligence - Cloud Services - Coding and Development - Cyber security - Software Services - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/Mjk1Ng==
3197,"SUZHOU DIBEA ELECTRICAL TECHNOLOGY CO., LTD.","Stand No- H30-G58, Hall No- Hall 30",China,"Dibea is a global technology company committed to the research, development, and production of cleaning appliances and other small home appliances.","Consumer Tech, Smart Home & Smart Workplace - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MjQyNw==
3198,"SUZHOU ELEMENT THREE NEW ENERGY TECHNOLOGY CO., LTD.","Stand No- H9-B83, Hall No- Hall 9",China,"Element Three, developed clean tech products to make life and work easier, greener and smarter. Check us out at BootsMoving.Com and find us at H9-B83",Energy Tech - Future Mobility & Transportation - Smart Cities - Sustainability & Green Tech - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTgxNQ==
